,show_id,title,country,release_year,is_adult,duration,description
2340,s3649,The Midas Touch,Hong Kong,2013,TV-14,98,"A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head."
2341,s3650,The Twins Effect II,Hong Kong,2004,TV-14,106,An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.
2342,s3651,Twins Mission,Hong Kong,2007,TV-MA,102,"To retrieve a healing bead stolen from its guardian monks, a pair of bickering twin sisters face off against an entire gang of rival twins."
2343,s3653,"¡Ay, mi madre!",Spain,2019,TV-MA,81,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance."
2344,s3658,Secret Obsession,United States,2019,TV-14,98,"When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over."
2345,s3659,Mauli,India,2018,TV-14,136,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.
2346,s3662,Bogda,India,2018,TV-PG,161,An aspiring dancer accompanies her terminally ill mother on one last road trip that alternately strains and strengthens their knotty relationship.
2347,s3663,"Frankenstein’s Monster’s Monster, Frankenstein",United States,2019,TV-14,32,"When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets."
2348,s3669,4L,Spain,2019,TV-MA,105,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter."
2349,s3671,Cities of Last Things,Taiwan,2018,TV-MA,106,"In a dystopian tale unfolding in reverse chronology, a man with a complicated past takes revenge on the individuals who wronged him decades ago."
2350,s3673,Kidnapping Stella,Germany,2019,TV-MA,90,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans."
2351,s3676,Point Blank,France,2019,TV-MA,87,"To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops."
2352,s3677,The Milk System,Germany,2017,TV-14,91,"Farmers, scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions."
2353,s3679,Parchís: the Documentary,Spain,2019,TV-14,106,"The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s."
2354,s3680,Aziz Ansari: RIGHT NOW,United States,2019,TV-MA,65,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate."
2355,s3682,"River, el más grande siempre",Argentina,2019,TV-G,105,"Experience the highlights of Argentine soccer team Club Atlético River Plate's long history, from its early development to its major victories."
2356,s3684,Cristina,United States,2016,TV-14,40,"In this short documentary, 37-year-old Cristina valiantly battles cancer while doing all she can to encourage others to live in the moment."
2357,s3694,Katherine Ryan: Glitter Room,United States,2019,TV-MA,66,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child."
2358,s3698,War Against Women,United States,2013,TV-MA,61,"Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war."
2359,s3699,Inhuman Kiss,Thailand,2019,TV-MA,122,A teenage girl is caught between the affections of two childhood friends while battling the bloodthirsty demon inside of her that manifests at night.
2360,s3700,Romeo Akbar Walter,India,2019,TV-14,141,"In 1971, a fallen army major’s son is tapped by India's Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war."
2361,s3702,Super Deluxe,India,2019,TV-MA,176,"Sex, stigma and spirituality merge in these eccentric stories of an angsty teenager, an unfaithful wife and a transgender woman returning to her past."
2362,s3704,El testigo,Colombia,2018,TV-14,73,Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.
2363,s3707,La Leyenda del Diamante,Mexico,2017,TV-MA,87,"When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure."
2364,s3710,ANIMA,United Kingdom,2019,TV-PG,15,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud."
2365,s3712,Daniel Sosa: Maleducado,Mexico,2019,TV-MA,55,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco."""
2366,s3713,Hikaru Utada Laughter in the Dark Tour 2018,Japan,2018,TV-PG,141,"Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour."
2367,s3714,Kahaani,India,2012,TV-14,122,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems."
2368,s3715,Unbroken,India,2019,TV-14,109,"After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan."
2369,s3716,Mike Epps: Only One Mike,United States,2019,TV-MA,63,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more."
2370,s3718,Triple Threat,Thailand,2019,R,96,A crew of ruthless criminals hired to kill an influential heiress meet their match in a trio of surprisingly adept fighters who come to her aid.
2371,s3719,Blood Will Tell,Argentina,2019,TV-MA,113,Family patriarch Elías begins to unravel after the death of his wife – which casts a suspicious light on her tragic accident.
2372,s3721,EVANGELION: DEATH (TRUE)²,Japan,1998,TV-MA,69,"Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all."
2373,s3729,The End of Evangelion,Japan,1997,TV-MA,87,"Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control."
2374,s3730,Rakkhosh,India,2019,TV-MA,116,An asylum patient’s troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.
2375,s3731,The Wolf's Call,France,2019,TV-14,116,"With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem – or sound – using only his ears."
2376,s3732,Beats,United States,2019,TV-MA,110,"On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor."
2377,s3733,The Edge of Democracy,Brazil,2019,TV-14,122,Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.
2378,s3734,Adam Devine: Best Time of Our Lives,United States,2019,TV-MA,59,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha."
2379,s3735,Cop Car,United States,2015,R,88,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.
2380,s3736,Right Here Right Now,Germany,2018,TV-MA,91,"The owner of a failing music club throws one last blowout, bringing together friends, foes and hard-partying weirdos for an unhinged New Year's Eve."
2381,s3739,Life Overtakes Me,Sweden,2019,TV-PG,40,"In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome."
2382,s3740,Luckee,India,2019,TV-14,113,"When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones."
2383,s3741,Pihu,India,2018,TV-14,90,"A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger."
2384,s3748,DJ Cinderella,Brazil,2019,TV-PG,95,"Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix."
2385,s3754,Murder Mystery,United States,2019,PG-13,98,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
2386,s3757,Oprah Presents When They See Us Now,United States,2019,TV-PG,61,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us."""
2387,s3758,The 3rd Eye 2,Indonesia,2019,TV-MA,117,"Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong."
2388,s3759,Jo Koy: Comin' In Hot,United States,2019,TV-MA,60,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
2389,s3760,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,United States,2019,TV-MA,142,"In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention."
2390,s3762,Belmonte,Uruguay,2018,TV-MA,74,An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.
2391,s3764,Elisa & Marcela,Spain,2019,TV-MA,119,"In 1901 Spain, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas. Based on true events."
2392,s3765,I Am Mother,Australia,2019,TV-PG,114,"Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human."
2393,s3766,Luka Chuppi,India,2019,TV-PG,125,"Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families."
2394,s3767,Pachamama,France,2019,PG,71,"When a sacred statue is taken from his Andean village, a spirited boy who dreams of becoming a shaman goes on a brave mission to get it back."
2395,s3768,Rock My Heart,Germany,2019,TV-PG,110,"After an adventurous teen with a heart defect bonds with an unruly stallion, she trains to compete as an amateur jockey in a life-threatening race."
2396,s3769,Stree,India,2018,TV-MA,127,"Once a year, men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost – until he falls for her."
2397,s3772,The Black Godfather,United States,2019,TV-MA,118,"This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics."
2398,s3773,Alles ist gut,Germany,2019,TV-MA,90,"A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body."
2399,s3774,A Silent Voice,Japan,2016,TV-14,130,A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
2400,s3776,Cosmos Laundromat: First Cycle,Netherlands,2015,TV-MA,12,"Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime."
2401,s3777,Miranda Sings Live…Your Welcome,United States,2019,TV-14,62,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry."""
2402,s3778,Silent,United States,2014,TV-Y,3,"""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic."
2403,s3782,Krutant,India,2019,TV-14,114,"When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life."
2404,s3784,III Smoking Barrels,India,2017,TV-MA,128,"In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime."
2405,s3786,"Oh, Ramona!",Romania,2019,TV-MA,109,Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.
2406,s3787,We Are Legends,Hong Kong,2019,TV-14,109,"Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring."
2407,s3789,Chopsticks,India,2019,TV-MA,101,A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.
2408,s3791,Mere Pyare Prime Minister,India,2019,TV-MA,103,"When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister."
2409,s3792,Pegasus,China,2019,TV-MA,98,"After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents."
2410,s3794,Svaha: The Sixth Finger,South Korea,2019,TV-MA,123,A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.
2411,s3796,After Maria,United States,2019,TV-PG,38,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires."
2412,s3798,Joy,Austria,2019,TV-MA,101,"Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom."
2413,s3799,Rim of the World,United States,2019,TV-14,99,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
2414,s3801,The Perfection,United States,2019,TV-MA,91,"In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil."
2415,s3803,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,Not Available,2019,TV-MA,30,The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.
2416,s3804,A Tale of Two Kitchens,United States,2019,TV-PG,30,"Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture."
2417,s3805,The Man Who Feels No Pain,India,2018,TV-14,137,"Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy."
2418,s3806,Wanda Sykes: Not Normal,United States,2019,TV-MA,66,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
2419,s3810,Born in Gaza,Spain,2014,TV-14,70,This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.
2420,s3811,Born in Syria,Denmark,2016,TV-14,87,This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.
2421,s3812,Dying to Tell,Spain,2018,TV-MA,88,"Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work."
2422,s3814,Maria,Philippines,2019,TV-MA,90,"An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts."
2423,s3815,ReMastered: The Lion's Share,Not Available,2019,TV-14,84,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation."
2424,s3816,Saverio Raimondo: Il Satiro Parlante,Italy,2019,TV-MA,53,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights."
2425,s3817,See You Yesterday,United States,2019,TV-MA,87,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past."
2426,s3819,Good Sam,United States,2019,TV-PG,90,A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
2427,s3820,Jonaki,India,2018,TV-MA,96,"In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux."
2428,s3821,PATRICK (2019),United Kingdom,2019,TV-PG,94,"When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life."
2429,s3823,Hamid,India,2018,TV-MA,108,"Wanting his missing father to come home, a Kashmiri boy repeatedly attempts to call God for help – until one day, a hardened army officer picks up."
2430,s3826,Backdraft 2,United States,2019,R,102,"In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption."
2431,s3828,Still LAUGH-IN: The Stars Celebrate,United States,2019,TV-MA,61,"This celebration of the groundbreaking comedy show ""Laugh-In"" stars Lily Tomlin, Snoop Dogg, Billy Crystal, Tiffany Haddish, Neil Patrick Harris and more."
2432,s3829,Weed the People,United States,2018,TV-MA,94,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential."
2433,s3830,Malibu Rescue,United States,2019,TV-G,70,"When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program."
2434,s3831,Merata: How Mum Decolonised the Screen,New Zealand,2018,TV-14,88,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.
2435,s3833,Dry Martina,Chile,2018,TV-MA,100,An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.
2436,s3834,Shéhérazade,France,2019,TV-MA,111,"Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp."
2437,s3835,The Great Magician,Hong Kong,2011,TV-14,128,"In 1920s Beijing, a host of talented performers gather to show off their skills. The challenge: reproduce a magic trick called the Eight Immortals."
2438,s3837,In Family I Trust,Spain,2018,TV-MA,98,"After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel."
2439,s3842,Wine Country,United States,2019,R,104,"When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute."
2440,s3843,Gatao 2: Rise of the King,Taiwan,2018,TV-MA,126,"When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss."
2441,s3858,Last Breath,United Kingdom,2019,TV-MA,86,"A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue, so he tries to save himself."
2442,s3859,The Wandering Earth,China,2019,TV-MA,125,A looming collision with Jupiter threatens Earth as humans search for a new star. The planet's fate now lies in the hands of a few unexpected heroes.
2443,s3860,All In My Family,United States,2019,TV-14,40,"After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance."
2444,s3863,Despite Everything,Spain,2019,TV-MA,79,"After their mother's death, four sisters learn a shocking family secret and embark on an adventure to discover the truth about their genealogy."
2445,s3864,"Extremely Wicked, Shockingly Evil and Vile",United States,2019,R,110,Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.
2446,s3866,Jo Pil-ho: The Dawning Rage,South Korea,2018,TV-MA,128,"On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy – before it's too late."
2447,s3867,The Last Summer,United States,2019,TV-14,110,"Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college."
2448,s3869,Laatu,India,2018,TV-PG,116,A man who hopes to bring light to his village must compete with an officer from the electricity department to win over the love of his life.
2449,s3870,Olympus Has Fallen,United States,2013,R,119,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.
2450,s3872,John & Yoko: Above Us Only Sky,United Kingdom,2018,TV-MA,90,"Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”"
2451,s3873,Knock Down The House,United States,2019,PG,88,Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.
2452,s3874,Munafik 2,Malaysia,2018,TV-MA,104,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader."
2453,s3875,Sur Sapata,India,2019,TV-14,140,A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.
2454,s3876,A Home with A View,Hong Kong,2019,TV-MA,92,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down."
2455,s3878,Anthony Jeselnik: Fire in the Maternity Ward,United States,2019,TV-MA,64,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York."
2456,s3886,Teen Aur Aadha,India,2018,TV-MA,119,"At a 50-year-old house that served as a school, a brothel, and now a home, tales unfold of the residents who have lived there, longing for an escape."
2457,s3889,Loving is Losing,Colombia,2019,TV-MA,91,"When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love."
2458,s3890,Money Trap,Turkey,2019,TV-MA,122,"When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world."
2459,s3891,Njan Prakashan,India,2018,TV-PG,125,"Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa."
2460,s3892,ReMastered: Devil at the Crossroads,United States,2019,TV-14,49,"Cloaked in mystery, bluesman Robert Johnson left his mark on American music. Now family, critics and famous fans look for the real man behind the music."
2461,s3895,A Fortunate Man,Denmark,2018,TV-MA,168,"A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin."
2462,s3896,Grass Is Greener,Not Available,2019,TV-MA,98,It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.
2463,s3897,Brené Brown: The Call to Courage,Not Available,2019,TV-14,77,"With humor and empathy, Brené Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty."
2464,s3900,Music Teacher,India,2019,TV-14,102,A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.
2465,s3904,Someone Great,United States,2019,R,92,"On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning – and one last adventure with her closest friends."
2466,s3905,The Ruthless,Italy,2019,TV-MA,111,A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.
2467,s3906,A Little Chaos,United Kingdom,2014,R,113,"A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications."
2468,s3907,Franco Escamilla: Bienvenido al mundo,Mexico,2019,TV-MA,54,"Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance."
2469,s3908,HOMECOMING: A film by Beyoncé,Not Available,2019,TV-MA,138,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement."
2470,s3909,About Time,United Kingdom,2013,R,123,"When Tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams."
2471,s3910,Super Monsters Furever Friends,Not Available,2019,TV-Y,59,"On the first night of spring, the Super Monsters gather for food, fun and games in the park – and get to meet their adorable new pets!"
2472,s3911,Bollywood Calling,India,2001,TV-MA,102,A down-and-out Hollywood actor is utterly unprepared for the eccentricities that await when an Indian producer offers him a role in a Bollywood film.
2473,s3912,Ek Khiladi Ek Haseena,India,2005,TV-14,141,"Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted."
2474,s3913,Generation Iron 3,United States,2018,TV-MA,95,Bodybuilders come together from around the world to compete in the Mr. Olympia competition and try to achieve their goals of physical perfection.
2475,s3914,Hazaaron Khwaishein Aisi,India,2003,TV-MA,111,"In a politically charged India of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart."
2476,s3915,Jhankaar Beats,India,2003,TV-14,131,"Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition."
2477,s3916,Mumbai Matinee,India,2003,TV-14,116,"Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star."
2478,s3917,Rainbow Jelly,India,2018,TV-14,119,"Mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes."
2479,s3918,Shabd,India,2005,TV-14,146,"When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry."
2480,s3919,Shortcut Safari,India,2016,TV-PG,101,Unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.
2481,s3920,Thriller,United States,2018,TV-MA,87,"When a prank goes wrong, a shy kid from Compton is sent away for murder. Four years later, he’s back and out for revenge on homecoming weekend."
2482,s3922,Who Would You Take to a Deserted Island?,Spain,2019,TV-MA,94,"On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration."
2483,s3923,Dabbe 5: Zehr-i Cin,Turkey,2014,TV-MA,133,"When Dilek becomes haunted by evil spirits and loses control of her body, she seeks the help of a woman with dark secrets to cure her."
2484,s3924,Dabbe: The Possession,Turkey,2013,TV-MA,135,"Ahead of her wedding, Kübra is possessed by demons. When an examination reveals more horror, her friend, a psychiatrist, tries to perform an exorcism."
2485,s3925,Francesco De Carlo: Cose di Questo Mondo,Italy,2019,TV-MA,61,"Taking the stage in Milan, Francesco De Carlo opens up about his bad habits, religion, politics and what he's learned from traveling the world."
2486,s3927,The Perfect Date,United States,2019,TV-14,91,"To earn money for college, a high schooler launches an app offering his services as a fake date. But when real feelings emerge, things get complicated."
2487,s3930,Liss Pereira: Reteniendo líquidos,Brazil,2019,TV-14,59,"A pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships."
2488,s3931,The Silence,Canada,2019,PG-13,91,"With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult."
2489,s3933,Sarvam Thaala Mayam (Telugu Version),India,2018,TV-14,131,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist."
2490,s3934,Petta (Telugu Version),Not Available,2019,TV-14,170,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past."
2491,s3936,Alien Warfare,United States,2019,TV-MA,88,The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.
2492,s3940,Petta,India,2019,TV-14,170,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past."
2493,s3946,Unicorn Store,United States,2019,TV-14,92,"After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn."
2494,s3948,Ricardo Quevedo: Los amargados somos más,Not Available,2019,TV-MA,59,"From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations."
2495,s3949,Suzzanna: Buried Alive,Indonesia,2018,TV-MA,126,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good."
2496,s3951,Ek Ladki Ko Dekha Toh Aisa Laga,India,2019,TV-14,120,"As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves."
2497,s3952,Jagat,Malaysia,2015,TV-MA,76,"In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime."
2498,s3953,Kevin Hart: Irresponsible,United States,2019,TV-MA,60,"As a father of three on his second marriage, Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes."
2499,s3955,Love O2O,China,2016,TV-14,103,A college stud tries to level up his relationship with a computer science major after becoming attracted to her skills in an online role-playing game.
2500,s3956,Pinky Memsaab,Pakistan,2018,TV-MA,124,"When a guileless young woman becomes the domestic worker in a wealthy Dubai household, her bond with her posh employer changes both of their lives."
2501,s3958,The Trap,United States,2017,TV-MA,91,A man returns home to Atlanta to try and turn around his family's struggling restaurant with the help of a new chicken recipe.
2502,s3960,Mercy Black,United States,2019,TV-14,88,"Fifteen years after a traumatic crime, a woman is released from psychiatric care and tries to drive out an evil spirit that continues to haunt her."
2503,s3961,The Burial of Kojo,Ghana,2018,TV-14,81,"When a man is left to die inside an illegal gold mine, his daughter travels through a magical landscape to save him."
2504,s3963,15 August,India,2019,TV-14,124,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy."
2505,s3964,Bayonet,Mexico,2019,TV-MA,102,"Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring."
2506,s3967,The Highwaymen,United States,2019,R,132,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.
2507,s3968,The Legend of Cocaine Island,United States,2019,TV-MA,87,An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.
2508,s3973,Danur: I Can See Ghosts,Indonesia,2017,TV-MA,75,"Adapted from a best-selling novel, this horror film shows Risa befriending ghosts until an evil spirit tries to take her sister to the other side."
2509,s3974,Verses of Love,Indonesia,2008,TV-PG,126,"Polygamy, piety and personal principles collide for a charming and congenial young university student struggling in a four-way love triangle."
