Car Year,Car Brand,Car Model,Car Engine,Car Transmission,Reserve Price,Winning Price,Bidded Date
2008,Brand-39,Model-256,1.1,Auto,3200,5500,18/9/2020
2008,Brand-40,Model-263,1.8,Auto,18000,20000,18/9/2020
2008,Brand-40,Model-262,2,Auto,10000,16700,18/9/2020
2008,Brand-47,Model-338,2.4,Auto,23000,30800,18/9/2020
2008,Brand-47,Model-339,2.4,Auto,49600,52300,18/9/2020
2008,Brand-47,Model-340,1.5,Auto,20900,23400,18/9/2020
2009,Brand-18,Model-73,1.5,Auto,18000,23000,18/9/2020
2009,Brand-18,Model-72,1.8,Auto,26000,27600,18/9/2020
2009,Brand-18,Model-72,2,Auto,36100,38200,18/9/2020
2009,Brand-19,Model-98,2.5,Auto,23300,25400,18/9/2020
2009,Brand-40,Model-270,1.6,Auto,11000,11300,18/9/2020
2009,Brand-47,Model-337,1.5,Auto,17300,20200,18/9/2020
2009,Brand-47,Model-338,2,Auto,30000,32800,18/9/2020
2009,Brand-47,Model-350,2.4,Auto,73000,77800,18/9/2020
2009,Brand-47,Model-349,1.8,Auto,43600,48000,18/9/2020
2010,Brand-18,Model-75,2,Auto,31000,31300,18/9/2020
2010,Brand-18,Model-73,1.5,Auto,19000,25800,18/9/2020
2010,Brand-18,Model-73,1.5,Auto,22000,22300,18/9/2020
2010,Brand-39,Model-169,1.6,Auto,11000,13300,18/9/2020
2010,Brand-40,Model-263,1.8,Auto,18700,24700,18/9/2020
2010,Brand-40,Model-268,2.5,Auto,20000,24800,18/9/2020
2011,Brand-18,Model-75,2,Auto,33000,35500,18/9/2020
2011,Brand-18,Model-79,2,Auto,36100,36200,18/9/2020
2011,Brand-18,Model-76,1.3,Auto,13300,17500,18/9/2020
2011,Brand-19,Model-109,2.2,Auto,23900,26000,18/9/2020
2011,Brand-39,Model-258,2,Auto,11800,12700,18/9/2020
2011,Brand-39,Model-169,1.6,Auto,10600,13600,18/9/2020
2011,Brand-40,Model-263,1.8,Auto,18800,26000,18/9/2020
2011,Brand-40,Model-269,2,Auto,16800,17700,18/9/2020
2011,Brand-40,Model-269,2,Auto,17100,18800,18/9/2020
2011,Brand-41,Model-295,1.6,Auto,3300,5600,18/9/2020
2011,Brand-47,Model-350,2.4,Auto,92700,86800,18/9/2020
2012,Brand-12,Model-51,2,Auto,20800,25300,18/9/2020
2012,Brand-18,Model-73,1.5,Auto,26700,28400,18/9/2020
2012,Brand-34,Model-204,2,Auto,27900,30000,18/9/2020
2012,Brand-36,Model-236,2.5,Auto,30000,57300,18/9/2020
2012,Brand-39,Model-169,2,Auto,20000,20300,18/9/2020
2012,Brand-40,Model-263,1.6,Auto,20000,27700,18/9/2020
2012,Brand-40,Model-276,1.8,Auto,18800,21300,18/9/2020
2012,Brand-47,Model-347,2,Auto,32800,38700,18/9/2020
2012,Brand-47,Model-350,2.4,Auto,99300,300200,18/9/2020
2012,Brand-47,Model-340,1.5,Auto,30700,31400,18/9/2020
2012,Brand-48,Model-396,1.8,Auto,42100,42200,18/9/2020
2012,Brand-48,Model-388,1.4,Auto,32900,33000,18/9/2020
2012,Brand-48,Model-394,1.4,Auto,21800,24500,18/9/2020
2012,Brand-48,Model-393,1.8,Auto,28000,28400,18/9/2020
2012,Brand-48,Model-391,1.6,Auto,12000,16300,18/9/2020
2012,Brand-48,Model-390,2,Auto,44000,44300,18/9/2020
2013,Brand-12,Model-47,1.5,Auto,16300,18700,18/9/2020
2013,Brand-12,Model-46,2,Auto,23300,26300,18/9/2020
2013,Brand-18,Model-73,1.5,Auto,28900,28000,18/9/2020
2013,Brand-18,Model-72,1.5,Auto,20000,31800,18/9/2020
2013,Brand-18,Model-72,1.5,Auto,30000,30300,18/9/2020
2013,Brand-18,Model-72,2,Auto,46300,52000,18/9/2020
2013,Brand-18,Model-79,2,Auto,31300,54800,18/9/2020
2013,Brand-18,Model-79,2,Auto,32300,52700,18/9/2020
2013,Brand-19,Model-98,2.5,Auto,42000,47200,18/9/2020
2013,Brand-21,Model-104,1.2,Auto,6700,12300,18/9/2020
2013,Brand-34,Model-205,2,Auto,32300,53800,18/9/2020
2013,Brand-34,Model-211,2.3,Auto,38700,60000,18/9/2020
2013,Brand-40,Model-267,1.5,Auto,23000,23300,18/9/2020
2013,Brand-40,Model-278,1.6,Auto,26000,35000,18/9/2020
2013,Brand-41,Model-296,1.6,Auto,24600,27200,18/9/2020
2013,Brand-41,Model-299,1.6,Auto,16100,17000,18/9/2020
2014,Brand-18,Model-75,2,Auto,62300,62400,18/9/2020
2014,Brand-18,Model-73,1.5,Auto,36700,41600,18/9/2020
2014,Brand-18,Model-73,1.5,Auto,42000,43300,18/9/2020
2014,Brand-18,Model-79,2.4,Auto,37800,66300,18/9/2020
2014,Brand-18,Model-74,1.5,Auto,40600,46800,18/9/2020
2014,Brand-27,Model-160,2,Auto,30000,58200,18/9/2020
2014,Brand-27,Model-165,1.2,Auto,18000,18400,18/9/2020
2014,Brand-34,Model-204,2,Auto,33100,55200,18/9/2020
2014,Brand-40,Model-267,1.5,Auto,22300,24000,18/9/2020
2014,Brand-40,Model-269,1.8,Auto,40000,42300,18/9/2020
2014,Brand-47,Model-341,1.8,Auto,49300,50400,18/9/2020
2015,Brand-18,Model-74,1.5,Auto,47800,48200,18/9/2020
2015,Brand-19,Model-99,2,Auto,34000,54300,18/9/2020
2015,Brand-40,Model-263,1.6,Auto,36300,38500,18/9/2020
2015,Brand-40,Model-266,2.5,Manual,38000,43800,18/9/2020
2015,Brand-40,Model-268,2,Auto,47300,51200,18/9/2020
2015,Brand-40,Model-262,2,Auto,30000,58000,18/9/2020
2015,Brand-40,Model-262,2,Auto,32000,58700,18/9/2020
2015,Brand-47,Model-338,2.5,Auto,63300,65600,18/9/2020
2015,Brand-48,Model-391,1.6,Auto,21900,22000,18/9/2020
2016,Brand-18,Model-73,1.5,Auto,42000,44300,18/9/2020
2016,Brand-18,Model-72,1.5,Auto,80000,81700,18/9/2020
2016,Brand-18,Model-72,1.8,Auto,63000,70800,18/9/2020
2016,Brand-18,Model-72,2,Auto,38000,58300,18/9/2020
2016,Brand-40,Model-267,1.5,Auto,23000,25600,18/9/2020
2016,Brand-40,Model-267,1.5,Auto,27000,27400,18/9/2020
2016,Brand-40,Model-268,2,Auto,48000,58300,18/9/2020
2016,Brand-47,Model-342,2.4,Auto,81000,86200,18/9/2020
2016,Brand-47,Model-350,2.5,Auto,173800,184600,18/9/2020
2016,Brand-47,Model-340,1.5,Auto,41800,41800,18/9/2020
2016,Brand-47,Model-340,1.5,Auto,42000,46000,18/9/2020
2016,Brand-48,Model-397,1.2,Auto,36100,38300,18/9/2020
2016,Brand-49,Model-406,2,Auto,133000,203400,18/9/2020
2017,Brand-18,Model-82,1.5,Auto,36000,58300,18/9/2020
2017,Brand-18,Model-73,1.5,Auto,47900,48000,18/9/2020
2017,Brand-18,Model-73,1.5,Auto,37000,63000,18/9/2020
2017,Brand-18,Model-72,1.5,Auto,83300,88200,18/9/2020
2017,Brand-18,Model-79,2.4,Auto,83000,85300,18/9/2020
2017,Brand-18,Model-78,1.8,Auto,37200,60000,18/9/2020
2017,Brand-18,Model-78,1.8,Auto,37200,64300,18/9/2020
2017,Brand-47,Model-338,2,Auto,107000,110300,18/9/2020
2017,Brand-47,Model-356,2.7,Auto,110000,116700,18/9/2020
2017,Brand-47,Model-342,2.4,Auto,80000,82700,18/9/2020
2017,Brand-47,Model-340,1.5,Auto,38000,58300,18/9/2020
2017,Brand-48,Model-397,1.6,Auto,29000,30000,18/9/2020
2017,Brand-48,Model-397,1.6,Auto,30000,30300,18/9/2020
2017,Brand-48,Model-397,1.6,Auto,30000,31200,18/9/2020
2018,Brand-18,Model-82,1.5,Auto,62700,64500,18/9/2020
2018,Brand-18,Model-82,1.5,Auto,63000,65800,18/9/2020
2018,Brand-18,Model-78,1.8,Auto,68200,78200,18/9/2020
2018,Brand-22,Model-129,2.5,Auto,73000,77300,18/9/2020
2018,Brand-35,Model-228,1.5,Auto,100000,133300,18/9/2020
2019,Brand-18,Model-79,2,Auto,109200,112300,18/9/2020
1996,Brand-46,Model-334,1.3,Manual,10000,20300,19/9/2020
1999,Brand-47,Model-341,1.6,Auto,3000,5400,19/9/2020
2000,Brand-27,Model-171,1.5,Auto,1000,1300,19/9/2020
2001,Brand-47,Model-352,1.8,Auto,6200,8000,19/9/2020
2002,Brand-19,Model-107,1.8,Auto,1300,4600,19/9/2020
2002,Brand-40,Model-265,1.5,Manual,7300,10300,19/9/2020
2003,Brand-21,Model-115,1,Auto,3000,3300,19/9/2020
2004,Brand-18,Model-73,1.5,Auto,8600,8800,19/9/2020
2004,Brand-27,Model-162,1.6,Auto,2800,2800,19/9/2020
2004,Brand-47,Model-340,1.5,Auto,7000,13300,19/9/2020
2004,Brand-47,Model-349,1.8,Auto,21000,27800,19/9/2020
2005,Brand-5,Model-15,1.5,Auto,2900,3400,19/9/2020
2005,Brand-19,Model-99,2.4,Auto,4300,4400,19/9/2020
2005,Brand-40,Model-262,2,Auto,6700,14300,19/9/2020
2005,Brand-47,Model-336,2.4,Auto,42800,45600,19/9/2020
2005,Brand-47,Model-337,1.3,Auto,9300,10800,19/9/2020
2005,Brand-47,Model-337,1.3,Manual,11300,12300,19/9/2020
2005,Brand-47,Model-339,2.4,Auto,17800,27300,19/9/2020
2005,Brand-47,Model-348,3,Auto,30000,31800,19/9/2020
2005,Brand-47,Model-352,1.8,Auto,8000,13800,19/9/2020
2006,Brand-47,Model-337,1.3,Auto,6700,13000,19/9/2020
2006,Brand-47,Model-340,1.5,Auto,9900,15400,19/9/2020
2006,Brand-47,Model-340,1.5,Auto,10000,13000,19/9/2020
2007,Brand-18,Model-75,2.4,Auto,13600,16800,19/9/2020
2007,Brand-18,Model-72,1.8,Auto,21800,23600,19/9/2020
2008,Brand-18,Model-73,1.5,Auto,14000,16700,19/9/2020
2008,Brand-18,Model-72,1.8,Auto,26000,26300,19/9/2020
2008,Brand-47,Model-337,1.5,Auto,19000,18500,19/9/2020
2008,Brand-47,Model-340,1.5,Auto,10300,18300,19/9/2020
2008,Brand-47,Model-340,1.5,Auto,20000,20700,19/9/2020
2009,Brand-18,Model-73,1.5,Auto,20000,23300,19/9/2020
2009,Brand-18,Model-72,2,Auto,33000,38000,19/9/2020
2009,Brand-21,Model-115,1.1,Auto,4300,6400,19/9/2020
2009,Brand-39,Model-164,2.5,Auto,10000,10300,19/9/2020
2009,Brand-40,Model-263,1.8,Auto,21000,21300,19/9/2020
2009,Brand-40,Model-269,2,Auto,9000,14600,19/9/2020
2009,Brand-47,Model-341,1.8,Auto,22000,22800,19/9/2020
2010,Brand-18,Model-75,2,Auto,23000,33600,19/9/2020
2010,Brand-19,Model-100,2.5,Auto,24000,35500,19/9/2020
2010,Brand-36,Model-242,2,Auto,31000,34000,19/9/2020
2010,Brand-40,Model-263,1.6,Auto,22000,23300,19/9/2020
2010,Brand-47,Model-338,2.4,Auto,40000,44300,19/9/2020
2010,Brand-47,Model-340,1.5,Auto,21300,23800,19/9/2020
2010,Brand-47,Model-340,1.5,Auto,23000,25600,19/9/2020
2010,Brand-47,Model-349,1.8,Auto,40000,50000,19/9/2020
2011,Brand-18,Model-75,2,Auto,33000,34300,19/9/2020
2011,Brand-30,Model-184,2.7,Auto,88000,88300,19/9/2020
2011,Brand-34,Model-211,2.3,Auto,33000,48000,19/9/2020
2011,Brand-36,Model-236,2.5,Auto,33000,40300,19/9/2020
2011,Brand-40,Model-266,2.5,Auto,31000,38000,19/9/2020
2011,Brand-41,Model-305,1.6,Auto,10000,15600,19/9/2020
2011,Brand-46,Model-326,1.5,Auto,12000,15800,19/9/2020
2011,Brand-47,Model-340,1.5,Auto,23700,25800,19/9/2020
2011,Brand-47,Model-340,1.5,Auto,27000,31400,19/9/2020
2012,Brand-18,Model-72,1.5,Auto,26300,27400,19/9/2020
2012,Brand-18,Model-72,1.5,Auto,32000,33400,19/9/2020
2012,Brand-18,Model-72,2,Auto,39900,41600,19/9/2020
2012,Brand-18,Model-84,1.5,Auto,33000,38200,19/9/2020
2012,Brand-21,Model-102,1.8,Auto,33300,33400,19/9/2020
2012,Brand-36,Model-241,1.2,Auto,13200,17800,19/9/2020
2012,Brand-36,Model-234,2.5,Manual,33000,35400,19/9/2020
2012,Brand-40,Model-263,1.8,Auto,16000,32300,19/9/2020
2012,Brand-41,Model-301,1.6,Auto,8800,10800,19/9/2020
2012,Brand-41,Model-301,2,Auto,7000,10200,19/9/2020
2012,Brand-47,Model-342,3,Auto,48000,48300,19/9/2020
2012,Brand-47,Model-358,1.5,Auto,12300,14300,19/9/2020
2012,Brand-47,Model-340,1.5,Auto,20000,26500,19/9/2020
2012,Brand-48,Model-396,1.8,Auto,38000,40300,19/9/2020
2013,Brand-12,Model-47,1.5,Auto,11300,20500,19/9/2020
2013,Brand-12,Model-49,1.6,Auto,26000,30400,19/9/2020
2013,Brand-18,Model-72,1.5,Auto,23000,32400,19/9/2020
2013,Brand-18,Model-72,1.5,Auto,28300,33400,19/9/2020
2013,Brand-18,Model-77,1.5,Auto,41800,43800,19/9/2020
2013,Brand-18,Model-74,1.3,Auto,27100,27600,19/9/2020
2013,Brand-19,Model-99,2,Auto,32300,32600,19/9/2020
2013,Brand-21,Model-102,1.6,Auto,23400,30300,19/9/2020
2013,Brand-21,Model-104,1.2,Auto,7800,11200,19/9/2020
2013,Brand-40,Model-267,1.5,Auto,22000,23500,19/9/2020
2013,Brand-40,Model-267,1.5,Auto,22000,24700,19/9/2020
2013,Brand-40,Model-267,1.5,Auto,22200,22300,19/9/2020
2013,Brand-40,Model-263,1.6,Manual,17800,25800,19/9/2020
2013,Brand-40,Model-273,2,Auto,32300,37400,19/9/2020
2013,Brand-40,Model-273,2,Auto,31000,54500,19/9/2020
2013,Brand-46,Model-326,1.4,Auto,21300,23800,19/9/2020
2013,Brand-47,Model-341,1.8,Auto,33800,34000,19/9/2020
2013,Brand-47,Model-358,1.5,Auto,20300,20600,19/9/2020
2013,Brand-47,Model-350,2.4,Auto,93000,120200,19/9/2020
2013,Brand-47,Model-350,2.4,Auto,123000,130200,19/9/2020
2013,Brand-47,Model-340,1.5,Auto,27000,34400,19/9/2020
2013,Brand-47,Model-340,1.5,Auto,32300,32400,19/9/2020
2014,Brand-12,Model-43,2.2,Auto,43300,48000,19/9/2020
2014,Brand-18,Model-73,1.5,Auto,38000,43800,19/9/2020
2014,Brand-18,Model-73,1.5,Auto,43000,45300,19/9/2020
2014,Brand-18,Model-74,1.5,Auto,36000,42200,19/9/2020
2014,Brand-21,Model-109,2.2,Auto,47800,48300,19/9/2020
2014,Brand-21,Model-109,2.2,Auto,33800,57800,19/9/2020
2014,Brand-27,Model-165,1.2,Auto,16000,18300,19/9/2020
2014,Brand-27,Model-165,1.2,Auto,19000,18300,19/9/2020
2014,Brand-40,Model-263,1.6,Auto,38800,38800,19/9/2020
2014,Brand-41,Model-296,1.6,Auto,22300,26300,19/9/2020
2014,Brand-47,Model-341,2,Auto,33000,54800,19/9/2020
2014,Brand-47,Model-348,2,Auto,92000,120300,19/9/2020
2014,Brand-48,Model-393,1.8,Auto,39000,38300,19/9/2020
2014,Brand-49,Model-404,2,Auto,21800,48200,19/9/2020
2015,Brand-18,Model-73,1.5,Auto,41000,42300,19/9/2020
2015,Brand-18,Model-73,1.5,Auto,43800,47600,19/9/2020
2015,Brand-18,Model-79,2,Auto,69000,71300,19/9/2020
2015,Brand-18,Model-79,2,Auto,72800,72800,19/9/2020
2015,Brand-36,Model-234,2.5,Manual,33000,40700,19/9/2020
2015,Brand-41,Model-302,1.6,Manual,40000,48400,19/9/2020
2015,Brand-46,Model-326,1.4,Auto,28300,28200,19/9/2020
2015,Brand-47,Model-337,1.5,Auto,33400,34200,19/9/2020
2015,Brand-47,Model-337,1.5,Auto,34000,35800,19/9/2020
2015,Brand-47,Model-347,2,Auto,48000,54200,19/9/2020
2015,Brand-47,Model-347,2,Auto,48800,51700,19/9/2020
2015,Brand-47,Model-340,1.5,Auto,47000,48600,19/9/2020
2015,Brand-48,Model-391,1.6,Auto,30300,32500,19/9/2020
2016,Brand-18,Model-75,2,Auto,68400,68800,19/9/2020
2016,Brand-18,Model-74,1.5,Auto,48000,53400,19/9/2020
2016,Brand-34,Model-207,2,Auto,68000,74200,19/9/2020
2016,Brand-36,Model-240,2.4,Auto,80000,86300,19/9/2020
2016,Brand-40,Model-267,1.5,Auto,29900,31200,19/9/2020
2016,Brand-40,Model-273,2,Auto,70000,70300,19/9/2020
2016,Brand-41,Model-302,1.6,Auto,23000,31200,19/9/2020
2016,Brand-47,Model-338,2.5,Auto,78000,86800,19/9/2020
2016,Brand-47,Model-340,1.5,Auto,38800,38300,19/9/2020
2017,Brand-18,Model-75,2,Auto,84000,84300,19/9/2020
2017,Brand-18,Model-73,1.5,Auto,47900,48000,19/9/2020
2017,Brand-18,Model-73,1.5,Auto,30000,53000,19/9/2020
2017,Brand-18,Model-72,1.5,Auto,88000,82400,19/9/2020
2017,Brand-45,Model-317,2,Auto,39000,64400,19/9/2020
2017,Brand-47,Model-347,2,Auto,78000,83000,19/9/2020
2017,Brand-48,Model-391,1.6,Auto,24800,32700,19/9/2020
2017,Brand-48,Model-397,1.6,Auto,30000,30200,19/9/2020
2018,Brand-18,Model-72,1.5,Auto,89000,80000,19/9/2020
2018,Brand-18,Model-79,1.5,Auto,113000,125600,19/9/2020
2018,Brand-18,Model-74,1.5,Auto,43000,58200,19/9/2020
2018,Brand-45,Model-317,2,Auto,83000,85300,19/9/2020
2018,Brand-47,Model-340,1.5,Auto,38000,58300,19/9/2020
2019,Brand-34,Model-205,2,Auto,120000,120300,19/9/2020
2019,Brand-47,Model-342,2.4,Manual,76000,84300,19/9/2020
1993,Brand-47,Model-341,1.6,Manual,800,5000,20/9/2020
2002,Brand-41,Model-307,1.6,Auto,2800,8500,20/9/2020
2002,Brand-47,Model-339,2.4,Auto,22000,26400,20/9/2020
2003,Brand-18,Model-73,1.5,Auto,6000,8600,20/9/2020
2003,Brand-18,Model-72,1.7,Auto,8000,12800,20/9/2020
2004,Brand-18,Model-73,1.5,Auto,3600,30000,20/9/2020
2004,Brand-47,Model-339,2.4,Auto,31300,31600,20/9/2020
2006,Brand-18,Model-73,1.5,Auto,8000,12300,20/9/2020
2006,Brand-39,Model-252,2,Auto,6700,6800,20/9/2020
2006,Brand-47,Model-337,1.3,Manual,6000,12200,20/9/2020
2006,Brand-47,Model-349,1.8,Auto,28000,32400,20/9/2020
2007,Brand-21,Model-107,1.6,Auto,2700,3800,20/9/2020
2007,Brand-46,Model-326,1.5,Auto,11000,13600,20/9/2020
2007,Brand-47,Model-337,1.5,Auto,11600,17000,20/9/2020
2007,Brand-47,Model-337,1.5,Auto,14900,17300,20/9/2020
2008,Brand-21,Model-97,1.4,Auto,3000,6500,20/9/2020
2008,Brand-40,Model-273,2,Auto,19000,21800,20/9/2020
2009,Brand-18,Model-73,1.5,Auto,21000,24300,20/9/2020
2009,Brand-18,Model-72,1.3,Auto,17800,20400,20/9/2020
2009,Brand-34,Model-204,2,Auto,13300,23600,20/9/2020
2009,Brand-47,Model-337,1.3,Manual,10000,14200,20/9/2020
2010,Brand-18,Model-72,1.8,Auto,28000,34600,20/9/2020
2010,Brand-18,Model-72,2,Auto,38800,44300,20/9/2020
2010,Brand-21,Model-115,1.1,Auto,4800,7300,20/9/2020
2010,Brand-36,Model-236,2.5,Auto,29000,34200,20/9/2020
2010,Brand-39,Model-169,1.6,Auto,11300,12800,20/9/2020
2010,Brand-47,Model-337,1.5,Auto,18000,18300,20/9/2020
2010,Brand-47,Model-338,2,Auto,30300,31600,20/9/2020
2010,Brand-47,Model-340,1.5,Auto,23300,25600,20/9/2020
2010,Brand-48,Model-391,1.2,Auto,13000,20000,20/9/2020
2011,Brand-19,Model-99,2,Auto,22300,24800,20/9/2020
2011,Brand-46,Model-326,1.5,Auto,17000,20300,20/9/2020
2011,Brand-47,Model-338,2,Auto,36000,41500,20/9/2020
2012,Brand-12,Model-47,1.6,Auto,7000,11200,20/9/2020
2012,Brand-18,Model-76,1.3,Auto,13000,17500,20/9/2020
2012,Brand-34,Model-204,1.6,Auto,21300,31200,20/9/2020
2012,Brand-34,Model-204,2,Auto,23000,33200,20/9/2020
2012,Brand-36,Model-234,2.5,Auto,43000,45400,20/9/2020
2012,Brand-36,Model-234,2.5,Manual,28000,35800,20/9/2020
2012,Brand-39,Model-169,1.6,Auto,19800,18800,20/9/2020
2012,Brand-40,Model-278,1.6,Auto,10000,22500,20/9/2020
2012,Brand-48,Model-391,1.2,Auto,17000,25000,20/9/2020
2013,Brand-18,Model-72,1.8,Auto,43000,43300,20/9/2020
2013,Brand-18,Model-79,2,Auto,33000,43800,20/9/2020
2013,Brand-19,Model-99,2,Auto,23000,27300,20/9/2020
2013,Brand-34,Model-204,1.6,Auto,26800,27500,20/9/2020
2013,Brand-34,Model-204,1.6,Auto,34300,34600,20/9/2020
2013,Brand-39,Model-169,2,Auto,23000,23200,20/9/2020
2013,Brand-40,Model-267,1.5,Manual,13000,15300,20/9/2020
2013,Brand-47,Model-358,1.5,Auto,16300,21200,20/9/2020
2014,Brand-12,Model-47,1,Auto,26300,26600,20/9/2020
2014,Brand-18,Model-75,2.4,Auto,38900,61600,20/9/2020
2014,Brand-18,Model-73,1.5,Auto,31800,38700,20/9/2020
2014,Brand-18,Model-73,1.5,Auto,40700,40800,20/9/2020
2014,Brand-19,Model-100,2.5,Auto,39600,63500,20/9/2020
2014,Brand-27,Model-161,2,Auto,37000,38400,20/9/2020
2014,Brand-40,Model-267,1.5,Auto,26000,26500,20/9/2020
2014,Brand-41,Model-303,1.6,Auto,26900,27000,20/9/2020
2014,Brand-46,Model-326,1.4,Auto,26800,27800,20/9/2020
2014,Brand-47,Model-340,1.5,Auto,40000,41700,20/9/2020
2014,Brand-48,Model-391,1.6,Auto,23000,26600,20/9/2020
2015,Brand-40,Model-263,1.6,Auto,38000,43300,20/9/2020
2015,Brand-40,Model-284,1.6,Manual,42000,44200,20/9/2020
2015,Brand-40,Model-273,2,Auto,61000,65400,20/9/2020
2015,Brand-45,Model-317,2,Auto,47300,50200,20/9/2020
2015,Brand-47,Model-342,2.5,Auto,63800,70300,20/9/2020
2016,Brand-18,Model-73,1.5,Auto,38000,47300,20/9/2020
2016,Brand-18,Model-73,1.5,Auto,40400,40500,20/9/2020
2016,Brand-18,Model-73,1.5,Auto,47000,47300,20/9/2020
2016,Brand-18,Model-74,1.5,Auto,43000,45300,20/9/2020
2016,Brand-40,Model-267,1.5,Auto,27000,32400,20/9/2020
2016,Brand-40,Model-266,2.5,Auto,63000,76700,20/9/2020
2016,Brand-40,Model-273,2,Auto,68000,68300,20/9/2020
2016,Brand-40,Model-262,2,Auto,37000,62800,20/9/2020
2017,Brand-36,Model-234,2.4,Auto,63000,72600,20/9/2020
2018,Brand-18,Model-73,1.5,Auto,47800,48300,20/9/2020
2018,Brand-18,Model-73,1.5,Auto,63200,63800,20/9/2020
2018,Brand-18,Model-79,1.5,Auto,110000,115300,20/9/2020
2018,Brand-18,Model-79,1.5,Auto,116000,124400,20/9/2020
2018,Brand-19,Model-100,2.5,Auto,88400,80300,20/9/2020
2019,Brand-19,Model-106,1.6,Auto,90000,83600,20/9/2020
2019,Brand-34,Model-205,2,Auto,110000,118200,20/9/2020
2019,Brand-34,Model-205,2.2,Auto,110000,128200,20/9/2020
2000,Brand-47,Model-339,3,Auto,16300,21300,21/9/2020
2000,Brand-47,Model-352,1.8,Manual,4000,8200,21/9/2020
2002,Brand-47,Model-338,2,Auto,7800,12000,21/9/2020
2002,Brand-47,Model-341,1.6,Auto,7300,11300,21/9/2020
2003,Brand-21,Model-115,1,Auto,2000,2800,21/9/2020
2004,Brand-18,Model-75,2.4,Auto,8800,15400,21/9/2020
2004,Brand-18,Model-75,2.4,Auto,11300,14600,21/9/2020
2004,Brand-18,Model-73,1.5,Auto,6000,10300,21/9/2020
2004,Brand-40,Model-262,2.5,Auto,9300,11200,21/9/2020
2004,Brand-47,Model-340,1.5,Auto,11000,12700,21/9/2020
2005,Brand-18,Model-73,1.5,Auto,6000,11700,21/9/2020
2005,Brand-18,Model-73,1.5,Auto,8300,30000,21/9/2020
2005,Brand-18,Model-79,2,Auto,13000,18200,21/9/2020
2005,Brand-19,Model-107,1.6,Manual,2300,3300,21/9/2020
2005,Brand-21,Model-107,1.6,Auto,3600,4500,21/9/2020
2005,Brand-40,Model-270,1.8,Auto,6000,6800,21/9/2020
2005,Brand-46,Model-331,2,Auto,6000,15500,21/9/2020
2006,Brand-18,Model-75,2,Auto,14600,14700,21/9/2020
2006,Brand-18,Model-73,1.5,Auto,8800,12800,21/9/2020
2006,Brand-27,Model-162,1.6,Auto,1400,1800,21/9/2020
2006,Brand-39,Model-252,2,Auto,4300,4800,21/9/2020
2006,Brand-47,Model-338,2,Auto,11800,14400,21/9/2020
2007,Brand-18,Model-73,1.5,Auto,8700,12000,21/9/2020
2007,Brand-18,Model-73,1.5,Auto,10000,15300,21/9/2020
2007,Brand-18,Model-79,2,Auto,21000,26000,21/9/2020
2007,Brand-47,Model-337,1.3,Manual,8800,11500,21/9/2020
2007,Brand-47,Model-338,2,Auto,23600,25700,21/9/2020
2007,Brand-47,Model-348,2.4,Auto,31800,38500,21/9/2020
2008,Brand-18,Model-72,1.8,Auto,28000,28600,21/9/2020
2008,Brand-18,Model-85,1.8,Auto,31400,32700,21/9/2020
2008,Brand-36,Model-234,2.5,Manual,24300,26800,21/9/2020
2008,Brand-40,Model-263,1.6,Auto,20000,20300,21/9/2020
2008,Brand-46,Model-326,1.5,Auto,11900,12500,21/9/2020
2008,Brand-47,Model-337,1.5,Auto,16300,21600,21/9/2020
2008,Brand-47,Model-341,1.8,Auto,20000,23000,21/9/2020
2008,Brand-47,Model-339,2.4,Auto,33100,55200,21/9/2020
2008,Brand-47,Model-350,2.4,Auto,71000,71300,21/9/2020
2009,Brand-18,Model-73,1.5,Auto,14300,22500,21/9/2020
2009,Brand-18,Model-72,2,Auto,14000,40800,21/9/2020
2009,Brand-18,Model-80,2.4,Auto,34000,54200,21/9/2020
2009,Brand-21,Model-115,1.1,Auto,2900,6400,21/9/2020
2009,Brand-27,Model-162,1.6,Auto,3000,3200,21/9/2020
2009,Brand-39,Model-252,2,Auto,3000,8700,21/9/2020
2009,Brand-40,Model-269,2,Auto,10000,15200,21/9/2020
2009,Brand-47,Model-337,1.3,Manual,8800,15300,21/9/2020
2009,Brand-47,Model-337,1.3,Manual,10300,14800,21/9/2020
2009,Brand-47,Model-338,2,Auto,28300,28600,21/9/2020
2009,Brand-47,Model-339,2.4,Auto,30000,66300,21/9/2020
2009,Brand-47,Model-349,1.8,Auto,44800,47800,21/9/2020
2010,Brand-18,Model-79,2,Auto,30000,31200,21/9/2020
2010,Brand-18,Model-84,1.5,Auto,36000,37500,21/9/2020
2010,Brand-21,Model-115,1.1,Auto,6000,6300,21/9/2020
2010,Brand-39,Model-252,2,Auto,6700,7200,21/9/2020
2010,Brand-46,Model-326,1.5,Auto,16300,18200,21/9/2020
2010,Brand-47,Model-336,2.4,Auto,79000,82300,21/9/2020
2010,Brand-47,Model-350,2.4,Auto,80800,84800,21/9/2020
2011,Brand-5,Model-19,2.4,Auto,9700,18300,21/9/2020
2011,Brand-7,Model-28,1.6,Auto,9900,12200,21/9/2020
2011,Brand-12,Model-47,1.6,Auto,8000,11800,21/9/2020
2011,Brand-18,Model-73,1.5,Auto,24300,25700,21/9/2020
2011,Brand-22,Model-129,2.5,Manual,24000,26500,21/9/2020
2011,Brand-39,Model-169,2,Auto,13400,17400,21/9/2020
2011,Brand-40,Model-268,2.5,Auto,26600,27000,21/9/2020
