Dealer ID,Registration Date,Bidding Date,No. of Cars Bids,No. of Cars Won
191210,2019-11-18,17/11/2020,11,4
191210,2019-11-18,18/11/2020,10,1
191210,2019-11-18,19/11/2020,16,1
191210,2019-11-18,20/11/2020,15,2
191210,2019-11-18,21/11/2020,11,1
191210,2019-11-18,22/11/2020,22,8
191210,2019-11-18,23/11/2020,21,5
191210,2019-11-18,24/11/2020,13,3
191210,2019-11-18,25/11/2020,19,2
191210,2019-11-18,26/11/2020,11,2
191210,2019-11-18,27/11/2020,20,7
191210,2019-11-18,28/11/2020,15,4
191210,2019-11-18,29/11/2020,13,3
191210,2019-11-18,30/11/2020,11,1
189410,2019-10-31,1/6/2020,4,0
189410,2019-10-31,2/6/2020,2,0
189410,2019-10-31,3/6/2020,8,1
189410,2019-10-31,4/6/2020,6,0
189410,2019-10-31,5/6/2020,6,0
189410,2019-10-31,6/6/2020,6,1
189410,2019-10-31,8/6/2020,4,0
189410,2019-10-31,9/6/2020,14,2
189410,2019-10-31,10/6/2020,17,4
189410,2019-10-31,11/6/2020,6,2
189410,2019-10-31,12/6/2020,9,2
189410,2019-10-31,13/6/2020,6,2
189410,2019-10-31,14/6/2020,2,0
189410,2019-10-31,15/6/2020,7,0
189410,2019-10-31,16/6/2020,8,1
189410,2019-10-31,17/6/2020,5,1
189410,2019-10-31,18/6/2020,10,1
189410,2019-10-31,19/6/2020,2,1
189410,2019-10-31,20/6/2020,0,0
189410,2019-10-31,21/6/2020,2,0
189410,2019-10-31,22/6/2020,1,0
189410,2019-10-31,23/6/2020,9,2
189410,2019-10-31,24/6/2020,10,2
189410,2019-10-31,25/6/2020,3,0
189410,2019-10-31,26/6/2020,9,3
189410,2019-10-31,27/6/2020,6,0
189410,2019-10-31,28/6/2020,6,0
189410,2019-10-31,29/6/2020,9,0
189410,2019-10-31,30/6/2020,4,0
189410,2019-10-31,1/7/2020,7,0
189410,2019-10-31,2/7/2020,5,0
189410,2019-10-31,3/7/2020,2,1
189410,2019-10-31,4/7/2020,5,2
189410,2019-10-31,6/7/2020,3,1
189410,2019-10-31,7/7/2020,4,1
189410,2019-10-31,8/7/2020,7,2
189410,2019-10-31,9/7/2020,2,0
189410,2019-10-31,10/7/2020,8,1
189410,2019-10-31,11/7/2020,25,6
189410,2019-10-31,12/7/2020,4,0
189410,2019-10-31,13/7/2020,1,0
189410,2019-10-31,14/7/2020,4,2
189410,2019-10-31,15/7/2020,4,0
189410,2019-10-31,16/7/2020,2,0
189410,2019-10-31,17/7/2020,2,0
189410,2019-10-31,18/7/2020,1,0
189410,2019-10-31,20/7/2020,1,0
189410,2019-10-31,21/7/2020,1,1
189410,2019-10-31,22/7/2020,7,1
189410,2019-10-31,23/7/2020,3,0
189410,2019-10-31,24/7/2020,1,0
189410,2019-10-31,25/7/2020,1,0
189410,2019-10-31,27/7/2020,4,0
189410,2019-10-31,28/7/2020,1,0
189410,2019-10-31,29/7/2020,2,1
189410,2019-10-31,30/7/2020,2,0
189410,2019-10-31,1/8/2020,5,0
189410,2019-10-31,3/8/2020,4,0
189410,2019-10-31,4/8/2020,3,0
189410,2019-10-31,5/8/2020,11,1
189410,2019-10-31,6/8/2020,3,0
189410,2019-10-31,8/8/2020,4,0
189410,2019-10-31,10/8/2020,2,0
189410,2019-10-31,11/8/2020,9,0
189410,2019-10-31,12/8/2020,15,0
189410,2019-10-31,13/8/2020,18,0
189410,2019-10-31,14/8/2020,8,1
189410,2019-10-31,15/8/2020,3,0
189410,2019-10-31,16/8/2020,16,1
189410,2019-10-31,17/8/2020,2,0
189410,2019-10-31,18/8/2020,6,0
189410,2019-10-31,19/8/2020,4,0
189410,2019-10-31,21/8/2020,9,1
189410,2019-10-31,22/8/2020,12,0
189410,2019-10-31,23/8/2020,5,0
189410,2019-10-31,24/8/2020,4,0
189410,2019-10-31,25/8/2020,5,0
189410,2019-10-31,26/8/2020,5,0
189410,2019-10-31,27/8/2020,11,0
189410,2019-10-31,28/8/2020,8,0
189410,2019-10-31,29/8/2020,13,0
189410,2019-10-31,30/8/2020,8,1
189410,2019-10-31,31/8/2020,5,0
189410,2019-10-31,1/9/2020,2,1
189410,2019-10-31,2/9/2020,5,0
189410,2019-10-31,3/9/2020,5,0
189410,2019-10-31,4/9/2020,5,1
189410,2019-10-31,5/9/2020,7,0
189410,2019-10-31,6/9/2020,1,0
189410,2019-10-31,7/9/2020,3,0
189410,2019-10-31,8/9/2020,9,1
189410,2019-10-31,9/9/2020,3,0
189410,2019-10-31,10/9/2020,2,0
189410,2019-10-31,11/9/2020,6,1
189410,2019-10-31,12/9/2020,10,1
189410,2019-10-31,13/9/2020,5,0
189410,2019-10-31,14/9/2020,1,0
189410,2019-10-31,15/9/2020,0,0
189410,2019-10-31,16/9/2020,2,0
189410,2019-10-31,17/9/2020,3,0
189410,2019-10-31,18/9/2020,0,0
189410,2019-10-31,19/9/2020,1,1
189410,2019-10-31,21/9/2020,2,0
189410,2019-10-31,22/9/2020,6,0
189410,2019-10-31,23/9/2020,3,0
189410,2019-10-31,24/9/2020,6,0
189410,2019-10-31,25/9/2020,5,1
189410,2019-10-31,26/9/2020,4,0
189410,2019-10-31,27/9/2020,2,0
189410,2019-10-31,28/9/2020,5,0
189410,2019-10-31,1/10/2020,1,0
189410,2019-10-31,3/10/2020,4,0
189410,2019-10-31,5/10/2020,1,0
189410,2019-10-31,6/10/2020,5,0
189410,2019-10-31,7/10/2020,7,0
189410,2019-10-31,9/10/2020,3,0
189410,2019-10-31,11/10/2020,2,1
189410,2019-10-31,12/10/2020,3,0
189410,2019-10-31,13/10/2020,3,1
189410,2019-10-31,14/10/2020,2,0
189410,2019-10-31,15/10/2020,1,0
189410,2019-10-31,16/10/2020,3,0
189410,2019-10-31,17/10/2020,9,0
189410,2019-10-31,19/10/2020,4,1
189410,2019-10-31,20/10/2020,5,0
189410,2019-10-31,22/10/2020,1,0
189410,2019-10-31,23/10/2020,2,0
189410,2019-10-31,24/10/2020,7,0
189410,2019-10-31,25/10/2020,2,0
189410,2019-10-31,26/10/2020,3,0
189410,2019-10-31,27/10/2020,1,0
189410,2019-10-31,28/10/2020,11,0
189410,2019-10-31,29/10/2020,1,0
189410,2019-10-31,30/10/2020,6,0
189410,2019-10-31,31/10/2020,8,1
189410,2019-10-31,1/11/2020,2,1
189410,2019-10-31,2/11/2020,7,1
189410,2019-10-31,3/11/2020,4,0
189410,2019-10-31,4/11/2020,9,0
189410,2019-10-31,5/11/2020,1,0
189410,2019-10-31,7/11/2020,6,0
189410,2019-10-31,8/11/2020,1,0
189410,2019-10-31,9/11/2020,4,1
189410,2019-10-31,10/11/2020,5,0
189410,2019-10-31,11/11/2020,15,2
189410,2019-10-31,12/11/2020,2,0
189410,2019-10-31,13/11/2020,11,1
189410,2019-10-31,14/11/2020,13,0
189410,2019-10-31,15/11/2020,6,0
189410,2019-10-31,16/11/2020,3,0
189410,2019-10-31,18/11/2020,14,0
189410,2019-10-31,19/11/2020,5,1
189410,2019-10-31,20/11/2020,10,0
189410,2019-10-31,21/11/2020,11,0
189410,2019-10-31,22/11/2020,9,1
189410,2019-10-31,23/11/2020,23,3
189410,2019-10-31,24/11/2020,12,2
189410,2019-10-31,25/11/2020,16,2
189410,2019-10-31,26/11/2020,9,1
189410,2019-10-31,27/11/2020,11,1
189410,2019-10-31,28/11/2020,6,0
189410,2019-10-31,29/11/2020,3,0
189410,2019-10-31,30/11/2020,11,0
193910,2019-12-05,1/6/2020,3,2
193910,2019-12-05,2/6/2020,3,0
193910,2019-12-05,3/6/2020,3,1
193910,2019-12-05,4/6/2020,5,1
193910,2019-12-05,5/6/2020,3,2
193910,2019-12-05,6/6/2020,3,1
193910,2019-12-05,7/6/2020,1,1
193910,2019-12-05,8/6/2020,3,0
193910,2019-12-05,9/6/2020,2,0
193910,2019-12-05,10/6/2020,6,1
193910,2019-12-05,11/6/2020,1,0
193910,2019-12-05,12/6/2020,4,2
193910,2019-12-05,13/6/2020,4,0
193910,2019-12-05,14/6/2020,4,0
193910,2019-12-05,15/6/2020,8,2
193910,2019-12-05,16/6/2020,5,1
193910,2019-12-05,17/6/2020,3,0
193910,2019-12-05,18/6/2020,5,1
193910,2019-12-05,19/6/2020,3,0
193910,2019-12-05,20/6/2020,9,2
193910,2019-12-05,21/6/2020,6,1
193910,2019-12-05,22/6/2020,3,1
193910,2019-12-05,23/6/2020,5,0
193910,2019-12-05,24/6/2020,7,0
193910,2019-12-05,25/6/2020,11,2
193910,2019-12-05,26/6/2020,8,1
193910,2019-12-05,27/6/2020,9,2
193910,2019-12-05,28/6/2020,5,1
193910,2019-12-05,29/6/2020,2,0
193910,2019-12-05,30/6/2020,5,0
193910,2019-12-05,1/7/2020,3,1
193910,2019-12-05,2/7/2020,9,2
193910,2019-12-05,3/7/2020,5,1
193910,2019-12-05,4/7/2020,2,1
193910,2019-12-05,5/7/2020,3,0
193910,2019-12-05,6/7/2020,6,1
193910,2019-12-05,7/7/2020,11,1
193910,2019-12-05,8/7/2020,9,0
193910,2019-12-05,9/7/2020,5,0
193910,2019-12-05,10/7/2020,6,3
193910,2019-12-05,11/7/2020,4,1
193910,2019-12-05,12/7/2020,5,2
193910,2019-12-05,13/7/2020,4,1
193910,2019-12-05,14/7/2020,4,2
193910,2019-12-05,15/7/2020,8,1
193910,2019-12-05,16/7/2020,3,0
193910,2019-12-05,17/7/2020,6,1
193910,2019-12-05,18/7/2020,3,1
193910,2019-12-05,19/7/2020,8,0
193910,2019-12-05,20/7/2020,6,1
193910,2019-12-05,21/7/2020,6,1
193910,2019-12-05,22/7/2020,9,2
193910,2019-12-05,23/7/2020,3,0
193910,2019-12-05,24/7/2020,6,1
193910,2019-12-05,25/7/2020,4,1
193910,2019-12-05,26/7/2020,4,0
193910,2019-12-05,27/7/2020,1,0
193910,2019-12-05,28/7/2020,3,0
193910,2019-12-05,29/7/2020,12,0
193910,2019-12-05,30/7/2020,5,0
193910,2019-12-05,1/8/2020,5,0
193910,2019-12-05,2/8/2020,1,0
193910,2019-12-05,3/8/2020,0,0
193910,2019-12-05,4/8/2020,0,0
193910,2019-12-05,5/8/2020,0,0
193910,2019-12-05,6/8/2020,1,0
193910,2019-12-05,7/8/2020,1,0
193910,2019-12-05,8/8/2020,4,1
193910,2019-12-05,9/8/2020,6,0
193910,2019-12-05,10/8/2020,4,1
193910,2019-12-05,11/8/2020,5,0
193910,2019-12-05,12/8/2020,4,1
193910,2019-12-05,13/8/2020,1,0
193910,2019-12-05,14/8/2020,3,0
193910,2019-12-05,15/8/2020,1,0
193910,2019-12-05,16/8/2020,1,0
193910,2019-12-05,17/8/2020,1,0
193910,2019-12-05,18/8/2020,3,0
193910,2019-12-05,19/8/2020,1,0
193910,2019-12-05,20/8/2020,2,0
193910,2019-12-05,21/8/2020,1,0
193910,2019-12-05,22/8/2020,6,1
193910,2019-12-05,23/8/2020,4,0
193910,2019-12-05,24/8/2020,2,0
193910,2019-12-05,25/8/2020,1,0
193910,2019-12-05,26/8/2020,6,1
193910,2019-12-05,27/8/2020,1,0
193910,2019-12-05,28/8/2020,5,1
193910,2019-12-05,29/8/2020,5,0
193910,2019-12-05,30/8/2020,1,1
193910,2019-12-05,31/8/2020,2,0
193910,2019-12-05,1/9/2020,1,0
193910,2019-12-05,2/9/2020,5,1
193910,2019-12-05,3/9/2020,1,0
193910,2019-12-05,4/9/2020,3,0
193910,2019-12-05,5/9/2020,4,1
193910,2019-12-05,6/9/2020,1,0
193910,2019-12-05,7/9/2020,3,0
193910,2019-12-05,8/9/2020,1,1
193910,2019-12-05,9/9/2020,4,1
193910,2019-12-05,10/9/2020,2,0
193910,2019-12-05,11/9/2020,2,0
193910,2019-12-05,12/9/2020,3,1
193910,2019-12-05,13/9/2020,2,0
193910,2019-12-05,14/9/2020,4,0
193910,2019-12-05,15/9/2020,1,0
193910,2019-12-05,16/9/2020,6,0
193910,2019-12-05,17/9/2020,2,1
193910,2019-12-05,18/9/2020,1,0
193910,2019-12-05,19/9/2020,4,1
193910,2019-12-05,20/9/2020,2,0
193910,2019-12-05,22/9/2020,0,0
193910,2019-12-05,23/9/2020,2,1
193910,2019-12-05,24/9/2020,3,0
193910,2019-12-05,25/9/2020,3,0
193910,2019-12-05,26/9/2020,4,1
193910,2019-12-05,27/9/2020,2,0
193910,2019-12-05,28/9/2020,1,0
193910,2019-12-05,29/9/2020,4,0
193910,2019-12-05,30/9/2020,3,0
193910,2019-12-05,1/10/2020,3,0
193910,2019-12-05,2/10/2020,2,0
193910,2019-12-05,3/10/2020,2,0
193910,2019-12-05,5/10/2020,2,0
193910,2019-12-05,6/10/2020,6,0
193910,2019-12-05,7/10/2020,5,0
193910,2019-12-05,8/10/2020,2,0
193910,2019-12-05,9/10/2020,2,1
193910,2019-12-05,10/10/2020,4,0
193910,2019-12-05,11/10/2020,2,0
193910,2019-12-05,12/10/2020,4,1
193910,2019-12-05,13/10/2020,7,0
193910,2019-12-05,14/10/2020,10,0
193910,2019-12-05,15/10/2020,10,1
193910,2019-12-05,16/10/2020,2,0
193910,2019-12-05,17/10/2020,5,0
193910,2019-12-05,18/10/2020,4,2
193910,2019-12-05,19/10/2020,3,1
193910,2019-12-05,20/10/2020,3,0
193910,2019-12-05,21/10/2020,6,0
193910,2019-12-05,22/10/2020,5,0
193910,2019-12-05,23/10/2020,3,0
193910,2019-12-05,24/10/2020,5,0
193910,2019-12-05,25/10/2020,4,2
193910,2019-12-05,26/10/2020,7,2
193910,2019-12-05,27/10/2020,10,0
193910,2019-12-05,28/10/2020,2,0
193910,2019-12-05,29/10/2020,6,0
193910,2019-12-05,30/10/2020,7,0
193910,2019-12-05,31/10/2020,14,3
193910,2019-12-05,1/11/2020,8,1
193910,2019-12-05,2/11/2020,5,2
193910,2019-12-05,3/11/2020,4,0
193910,2019-12-05,4/11/2020,7,0
193910,2019-12-05,5/11/2020,5,1
193910,2019-12-05,6/11/2020,8,3
193910,2019-12-05,7/11/2020,6,1
193910,2019-12-05,8/11/2020,5,1
193910,2019-12-05,9/11/2020,11,1
193910,2019-12-05,10/11/2020,4,1
193910,2019-12-05,11/11/2020,11,7
193910,2019-12-05,12/11/2020,6,0
193910,2019-12-05,13/11/2020,8,1
193910,2019-12-05,14/11/2020,6,1
193910,2019-12-05,15/11/2020,6,1
193910,2019-12-05,16/11/2020,10,3
193910,2019-12-05,17/11/2020,3,1
193910,2019-12-05,18/11/2020,11,3
193910,2019-12-05,19/11/2020,2,0
193910,2019-12-05,20/11/2020,13,2
193910,2019-12-05,21/11/2020,5,2
193910,2019-12-05,22/11/2020,10,4
193910,2019-12-05,23/11/2020,12,3
193910,2019-12-05,24/11/2020,13,3
193910,2019-12-05,25/11/2020,11,4
193910,2019-12-05,26/11/2020,9,0
193910,2019-12-05,27/11/2020,12,4
193910,2019-12-05,28/11/2020,7,2
193910,2019-12-05,29/11/2020,3,0
193910,2019-12-05,30/11/2020,2,0
57610,2016-12-21,3/6/2020,1,0
57610,2016-12-21,4/6/2020,1,0
57610,2016-12-21,8/6/2020,1,1
57610,2016-12-21,20/6/2020,3,0
57610,2016-12-21,22/6/2020,1,0
57610,2016-12-21,23/6/2020,1,0
57610,2016-12-21,24/6/2020,2,0
57610,2016-12-21,26/6/2020,1,0
57610,2016-12-21,27/6/2020,1,0
57610,2016-12-21,28/6/2020,2,0
57610,2016-12-21,29/6/2020,2,1
57610,2016-12-21,30/6/2020,6,0
57610,2016-12-21,1/7/2020,1,0
57610,2016-12-21,2/7/2020,2,1
57610,2016-12-21,3/7/2020,3,1
57610,2016-12-21,4/7/2020,4,0
57610,2016-12-21,5/7/2020,2,0
57610,2016-12-21,6/7/2020,1,0
57610,2016-12-21,7/7/2020,2,0
57610,2016-12-21,8/7/2020,5,0
57610,2016-12-21,9/7/2020,6,0
57610,2016-12-21,10/7/2020,1,0
57610,2016-12-21,11/7/2020,4,0
57610,2016-12-21,12/7/2020,1,0
57610,2016-12-21,13/7/2020,3,2
57610,2016-12-21,14/7/2020,2,0
57610,2016-12-21,15/7/2020,1,0
57610,2016-12-21,16/7/2020,3,0
57610,2016-12-21,17/7/2020,13,1
57610,2016-12-21,18/7/2020,7,0
57610,2016-12-21,19/7/2020,4,0
57610,2016-12-21,20/7/2020,4,0
57610,2016-12-21,21/7/2020,5,0
57610,2016-12-21,22/7/2020,4,1
57610,2016-12-21,23/7/2020,2,0
57610,2016-12-21,24/7/2020,3,1
57610,2016-12-21,25/7/2020,2,0
57610,2016-12-21,26/7/2020,2,0
57610,2016-12-21,27/7/2020,1,0
57610,2016-12-21,28/7/2020,5,0
57610,2016-12-21,29/7/2020,1,0
57610,2016-12-21,2/8/2020,3,0
57610,2016-12-21,4/8/2020,1,0
57610,2016-12-21,5/8/2020,2,0
57610,2016-12-21,6/8/2020,1,0
57610,2016-12-21,8/8/2020,5,0
57610,2016-12-21,9/8/2020,3,2
57610,2016-12-21,10/8/2020,3,1
57610,2016-12-21,11/8/2020,4,0
57610,2016-12-21,12/8/2020,2,1
57610,2016-12-21,13/8/2020,4,1
57610,2016-12-21,14/8/2020,1,0
57610,2016-12-21,15/8/2020,1,0
57610,2016-12-21,17/8/2020,2,0
57610,2016-12-21,18/8/2020,1,0
57610,2016-12-21,19/8/2020,0,0
57610,2016-12-21,21/8/2020,2,0
57610,2016-12-21,22/8/2020,1,0
57610,2016-12-21,23/8/2020,2,0
57610,2016-12-21,24/8/2020,1,0
57610,2016-12-21,26/8/2020,6,1
57610,2016-12-21,27/8/2020,4,0
57610,2016-12-21,28/8/2020,2,0
57610,2016-12-21,29/8/2020,2,0
57610,2016-12-21,30/8/2020,3,1
57610,2016-12-21,1/9/2020,4,1
57610,2016-12-21,2/9/2020,2,0
57610,2016-12-21,3/9/2020,1,1
57610,2016-12-21,4/9/2020,12,1
57610,2016-12-21,5/9/2020,18,0
57610,2016-12-21,6/9/2020,12,0
57610,2016-12-21,7/9/2020,12,3
57610,2016-12-21,8/9/2020,15,3
57610,2016-12-21,9/9/2020,18,3
57610,2016-12-21,10/9/2020,11,2
57610,2016-12-21,11/9/2020,8,0
57610,2016-12-21,12/9/2020,9,1
57610,2016-12-21,13/9/2020,8,1
57610,2016-12-21,14/9/2020,7,2
57610,2016-12-21,15/9/2020,3,0
57610,2016-12-21,16/9/2020,13,0
57610,2016-12-21,17/9/2020,12,0
57610,2016-12-21,18/9/2020,8,1
57610,2016-12-21,19/9/2020,11,2
57610,2016-12-21,20/9/2020,4,0
57610,2016-12-21,21/9/2020,2,1
57610,2016-12-21,22/9/2020,8,0
57610,2016-12-21,23/9/2020,12,2
57610,2016-12-21,24/9/2020,1,0
57610,2016-12-21,25/9/2020,2,0
57610,2016-12-21,26/9/2020,4,0
57610,2016-12-21,27/9/2020,1,0
57610,2016-12-21,28/9/2020,7,0
57610,2016-12-21,29/9/2020,4,1
57610,2016-12-21,30/9/2020,6,1
57610,2016-12-21,1/10/2020,3,0
57610,2016-12-21,2/10/2020,5,1
57610,2016-12-21,3/10/2020,10,2
57610,2016-12-21,4/10/2020,1,0
57610,2016-12-21,5/10/2020,5,0
57610,2016-12-21,6/10/2020,4,0
57610,2016-12-21,7/10/2020,15,0
57610,2016-12-21,8/10/2020,19,4
57610,2016-12-21,9/10/2020,17,1
57610,2016-12-21,10/10/2020,11,4
57610,2016-12-21,11/10/2020,1,0
57610,2016-12-21,12/10/2020,5,1
57610,2016-12-21,13/10/2020,8,0
57610,2016-12-21,14/10/2020,14,1
57610,2016-12-21,15/10/2020,7,0
57610,2016-12-21,16/10/2020,14,1
57610,2016-12-21,17/10/2020,15,7
57610,2016-12-21,18/10/2020,3,1
57610,2016-12-21,19/10/2020,8,5
57610,2016-12-21,20/10/2020,13,1
57610,2016-12-21,21/10/2020,2,0
57610,2016-12-21,22/10/2020,4,0
57610,2016-12-21,23/10/2020,1,0
57610,2016-12-21,24/10/2020,16,3
57610,2016-12-21,25/10/2020,4,1
57610,2016-12-21,26/10/2020,8,3
57610,2016-12-21,27/10/2020,6,2
57610,2016-12-21,28/10/2020,3,1
57610,2016-12-21,29/10/2020,6,1
57610,2016-12-21,30/10/2020,8,3
57610,2016-12-21,31/10/2020,14,1
57610,2016-12-21,1/11/2020,11,2
57610,2016-12-21,2/11/2020,4,0
57610,2016-12-21,3/11/2020,10,2
57610,2016-12-21,4/11/2020,14,4
57610,2016-12-21,5/11/2020,7,3
57610,2016-12-21,6/11/2020,22,4
57610,2016-12-21,7/11/2020,1,0
57610,2016-12-21,8/11/2020,3,0
57610,2016-12-21,9/11/2020,9,1
57610,2016-12-21,10/11/2020,4,1
57610,2016-12-21,11/11/2020,13,1
57610,2016-12-21,12/11/2020,4,1
57610,2016-12-21,13/11/2020,6,3
57610,2016-12-21,14/11/2020,9,2
57610,2016-12-21,15/11/2020,4,3
57610,2016-12-21,16/11/2020,6,1
57610,2016-12-21,17/11/2020,12,1
57610,2016-12-21,18/11/2020,10,2
57610,2016-12-21,19/11/2020,7,2
57610,2016-12-21,20/11/2020,5,2
57610,2016-12-21,21/11/2020,6,2
57610,2016-12-21,22/11/2020,11,1
57610,2016-12-21,23/11/2020,4,1
57610,2016-12-21,24/11/2020,7,1
57610,2016-12-21,25/11/2020,7,3
57610,2016-12-21,26/11/2020,7,3
57610,2016-12-21,27/11/2020,8,2
57610,2016-12-21,28/11/2020,7,3
57610,2016-12-21,29/11/2020,2,1
57610,2016-12-21,30/11/2020,7,1
136110,2018-11-14,1/6/2020,1,0
136110,2018-11-14,2/6/2020,6,1
136110,2018-11-14,3/6/2020,12,7
136110,2018-11-14,4/6/2020,2,1
136110,2018-11-14,5/6/2020,5,2
136110,2018-11-14,6/6/2020,4,2
136110,2018-11-14,8/6/2020,4,2
136110,2018-11-14,9/6/2020,4,2
136110,2018-11-14,11/6/2020,13,7
136110,2018-11-14,12/6/2020,13,5
136110,2018-11-14,13/6/2020,3,0
136110,2018-11-14,14/6/2020,2,1
136110,2018-11-14,15/6/2020,3,0
136110,2018-11-14,16/6/2020,10,5
136110,2018-11-14,17/6/2020,4,0
136110,2018-11-14,18/6/2020,2,0
136110,2018-11-14,19/6/2020,3,0
136110,2018-11-14,20/6/2020,0,0
136110,2018-11-14,22/6/2020,0,0
136110,2018-11-14,23/6/2020,4,1
136110,2018-11-14,24/6/2020,11,3
136110,2018-11-14,25/6/2020,0,0
136110,2018-11-14,26/6/2020,3,0
136110,2018-11-14,27/6/2020,5,3
136110,2018-11-14,30/6/2020,3,0
136110,2018-11-14,1/7/2020,2,0
136110,2018-11-14,2/7/2020,2,0
136110,2018-11-14,3/7/2020,3,0
136110,2018-11-14,4/7/2020,2,0
136110,2018-11-14,5/7/2020,3,3
136110,2018-11-14,6/7/2020,2,1
136110,2018-11-14,7/7/2020,12,7
136110,2018-11-14,8/7/2020,7,3
136110,2018-11-14,9/7/2020,7,1
136110,2018-11-14,10/7/2020,4,0
136110,2018-11-14,11/7/2020,3,0
136110,2018-11-14,13/7/2020,1,0
136110,2018-11-14,14/7/2020,0,0
136110,2018-11-14,15/7/2020,1,0
136110,2018-11-14,16/7/2020,1,0
136110,2018-11-14,17/7/2020,3,0
136110,2018-11-14,20/7/2020,1,1
136110,2018-11-14,23/7/2020,3,0
136110,2018-11-14,24/7/2020,4,1
136110,2018-11-14,25/7/2020,3,1
136110,2018-11-14,27/7/2020,4,3
136110,2018-11-14,29/7/2020,1,0
136110,2018-11-14,30/7/2020,1,0
136110,2018-11-14,1/8/2020,0,0
136110,2018-11-14,2/8/2020,2,1
136110,2018-11-14,3/8/2020,1,0
136110,2018-11-14,4/8/2020,0,0
136110,2018-11-14,5/8/2020,8,5
136110,2018-11-14,6/8/2020,3,0
136110,2018-11-14,7/8/2020,0,0
136110,2018-11-14,8/8/2020,3,1
136110,2018-11-14,9/8/2020,2,0
136110,2018-11-14,10/8/2020,9,3
136110,2018-11-14,11/8/2020,5,0
136110,2018-11-14,12/8/2020,10,4
136110,2018-11-14,13/8/2020,3,0
136110,2018-11-14,14/8/2020,10,1
136110,2018-11-14,15/8/2020,2,0
136110,2018-11-14,16/8/2020,5,0
136110,2018-11-14,17/8/2020,2,0
136110,2018-11-14,19/8/2020,7,2
136110,2018-11-14,20/8/2020,6,0
136110,2018-11-14,21/8/2020,4,3
136110,2018-11-14,22/8/2020,12,3
136110,2018-11-14,24/8/2020,11,4
136110,2018-11-14,25/8/2020,8,2
136110,2018-11-14,26/8/2020,11,4
136110,2018-11-14,27/8/2020,7,5
136110,2018-11-14,28/8/2020,6,4
136110,2018-11-14,29/8/2020,1,0
136110,2018-11-14,30/8/2020,3,3
136110,2018-11-14,31/8/2020,6,2
136110,2018-11-14,1/9/2020,7,4
136110,2018-11-14,2/9/2020,4,2
136110,2018-11-14,3/9/2020,13,1
136110,2018-11-14,4/9/2020,9,3
136110,2018-11-14,5/9/2020,6,2
136110,2018-11-14,6/9/2020,8,1
136110,2018-11-14,7/9/2020,5,1
136110,2018-11-14,8/9/2020,12,5
136110,2018-11-14,9/9/2020,5,5
136110,2018-11-14,10/9/2020,11,5
136110,2018-11-14,11/9/2020,7,3
136110,2018-11-14,12/9/2020,10,3
136110,2018-11-14,13/9/2020,6,1
136110,2018-11-14,14/9/2020,9,5
136110,2018-11-14,15/9/2020,12,3
136110,2018-11-14,16/9/2020,8,4
136110,2018-11-14,17/9/2020,12,6
136110,2018-11-14,18/9/2020,7,2
136110,2018-11-14,19/9/2020,0,0
136110,2018-11-14,20/9/2020,7,1
136110,2018-11-14,21/9/2020,12,4
136110,2018-11-14,22/9/2020,6,1
136110,2018-11-14,23/9/2020,13,6
136110,2018-11-14,24/9/2020,9,3
136110,2018-11-14,25/9/2020,10,4
136110,2018-11-14,26/9/2020,2,1
136110,2018-11-14,27/9/2020,4,1
136110,2018-11-14,28/9/2020,9,1
136110,2018-11-14,29/9/2020,8,1
136110,2018-11-14,30/9/2020,9,3
136110,2018-11-14,1/10/2020,9,2
136110,2018-11-14,2/10/2020,12,3
136110,2018-11-14,3/10/2020,1,0
136110,2018-11-14,5/10/2020,10,6
136110,2018-11-14,6/10/2020,9,1
136110,2018-11-14,7/10/2020,18,7
136110,2018-11-14,8/10/2020,11,4
136110,2018-11-14,9/10/2020,12,3
136110,2018-11-14,10/10/2020,8,1
136110,2018-11-14,11/10/2020,13,8
136110,2018-11-14,12/10/2020,15,7
136110,2018-11-14,13/10/2020,5,1
136110,2018-11-14,14/10/2020,20,8
136110,2018-11-14,15/10/2020,13,3
136110,2018-11-14,16/10/2020,11,3
136110,2018-11-14,17/10/2020,11,4
136110,2018-11-14,18/10/2020,9,2
136110,2018-11-14,19/10/2020,13,4
136110,2018-11-14,20/10/2020,10,3
136110,2018-11-14,21/10/2020,3,0
136110,2018-11-14,22/10/2020,7,1
136110,2018-11-14,23/10/2020,5,1
136110,2018-11-14,24/10/2020,5,0
136110,2018-11-14,26/10/2020,1,0
136110,2018-11-14,27/10/2020,2,0
136110,2018-11-14,28/10/2020,2,0
136110,2018-11-14,29/10/2020,10,2
136110,2018-11-14,30/10/2020,6,1
136110,2018-11-14,31/10/2020,10,8
136110,2018-11-14,1/11/2020,1,1
136110,2018-11-14,2/11/2020,3,2
136110,2018-11-14,3/11/2020,5,3
136110,2018-11-14,4/11/2020,12,8
136110,2018-11-14,5/11/2020,10,4
136110,2018-11-14,6/11/2020,11,3
136110,2018-11-14,7/11/2020,10,1
136110,2018-11-14,8/11/2020,2,0
136110,2018-11-14,9/11/2020,9,3
136110,2018-11-14,10/11/2020,19,7
136110,2018-11-14,11/11/2020,13,4
136110,2018-11-14,12/11/2020,31,5
136110,2018-11-14,13/11/2020,27,11
136110,2018-11-14,14/11/2020,8,3
136110,2018-11-14,15/11/2020,3,0
